,label_predicted,labels,memebership,confidence_scores_original,confidence_scores_prediction
259,29,15,0,0.0025622735265642405,0.9928308129310608
260,29,11,0,0.30233463644981384,0.6027038097381592
261,30,36,1,0.3269508481025696,0.5439185500144958
262,29,21,0,0.004203777760267258,0.8183003664016724
263,29,17,0,1.9922824776585912e-06,0.9985197186470032
264,29,41,1,0.005164330825209618,0.8661920428276062
265,23,12,0,2.4894650323403766e-06,0.49527373909950256
266,29,21,0,5.218725505073962e-07,0.9974234104156494
267,29,17,1,8.82076801644871e-06,0.9647021293640137
268,29,22,0,0.009818092919886112,0.8409842252731323
269,29,21,1,0.00017705318168736994,0.9797277450561523
270,36,41,0,0.23650889098644257,0.6103404760360718
271,23,12,1,0.008208460174500942,0.27730345726013184
272,29,21,0,2.9007567263761302e-06,0.9988514184951782
273,29,5,1,2.415854623905034e-06,0.9401998519897461
274,10,38,0,4.591285573951609e-08,0.5247483253479004
275,29,7,0,0.0003518956364132464,0.9022225141525269
276,11,40,1,0.0005196959245949984,0.9732166528701782
277,29,11,0,0.010343905538320541,0.9886667728424072
278,29,12,0,0.0004286463954485953,0.8331007361412048
279,29,12,1,2.055078539342503e-06,0.6835902333259583
280,29,31,1,0.0005510047194547951,0.9622358083724976
281,10,18,1,0.42877089977264404,0.5692365765571594
282,11,40,1,0.0071540758945047855,0.8016825318336487
283,11,11,0,0.6540331840515137,0.6540331840515137
284,29,21,0,0.0015926945488899946,0.9389866590499878
285,29,12,0,3.3337403948507927e-09,0.9986180067062378
286,29,17,1,1.977319925572374e-06,0.9991143345832825
287,29,20,0,1.0836209185072221e-05,0.9988694787025452
288,29,17,0,9.068360213859705e-07,0.999257504940033
289,29,21,0,1.680975401541218e-05,0.998854398727417
290,29,40,1,1.8678692867979407e-05,0.5055744051933289
291,29,21,0,4.460480340640061e-06,0.9991889595985413
292,29,31,0,6.455731636378914e-05,0.6989350318908691
293,29,37,1,0.11168155819177628,0.5286927223205566
294,11,11,1,0.9502233862876892,0.9502233862876892
295,29,41,1,1.715584767225664e-05,0.9992408752441406
296,29,40,1,7.426225693052402e-06,0.9963480830192566
297,29,41,0,0.008295528590679169,0.9158622026443481
298,29,12,0,0.0011258060112595558,0.9799356460571289
299,29,17,0,1.8695218386710621e-06,0.9982668161392212
300,22,41,1,0.20543332397937775,0.4423477351665497
301,29,12,1,3.4207680243980576e-08,0.9870848059654236
302,29,36,0,0.003575481940060854,0.9911730885505676
303,29,17,1,4.517255729297176e-05,0.9848976731300354
304,29,41,0,0.18269911408424377,0.4906117916107178
305,11,5,1,2.298594836247503e-06,0.7789760231971741
306,20,6,1,0.03537363559007645,0.34981563687324524
307,15,15,1,0.7878880500793457,0.7878880500793457
308,29,17,1,1.5715086192358285e-05,0.9875363707542419
309,29,21,0,4.503702439251356e-05,0.9619258642196655
310,29,36,0,0.00016865500947460532,0.9995805621147156
311,29,36,0,0.0411236397922039,0.9462133646011353
312,29,21,0,5.879530363017693e-05,0.9886671900749207
313,29,36,1,0.03236476704478264,0.9562190771102905
314,36,36,0,0.8769612312316895,0.8769612312316895
315,29,21,1,3.309944804641418e-05,0.9685109853744507
316,29,17,1,1.2421801329765003e-06,0.9987455606460571
317,15,41,0,0.3155703544616699,0.4653199315071106
318,10,33,1,4.794783237116462e-08,0.87319016456604
319,29,21,1,0.0003874828980769962,0.5607768893241882
320,36,36,1,0.6709288954734802,0.6709288954734802
321,29,41,1,0.14925143122673035,0.3480544686317444
322,29,15,0,0.08895450830459595,0.8985860347747803
323,29,41,0,0.0008631286909803748,0.9421361684799194
324,29,36,1,0.005427434574812651,0.9847987294197083
325,10,10,0,0.5383780002593994,0.5383780002593994
326,36,36,0,0.847766101360321,0.847766101360321
327,29,21,1,8.302180503960699e-06,0.9980043768882751
328,29,7,0,0.050296250730752945,0.9142993688583374
329,29,15,0,0.00015858450205996633,0.9567487835884094
330,29,29,0,0.7466275691986084,0.7466275691986084
331,11,37,1,0.000281451124465093,0.8121311068534851
332,29,27,1,8.442893886240199e-07,0.4706134796142578
333,29,17,1,9.425427560927346e-05,0.8464868664741516
334,29,21,1,0.0005690757534466684,0.8001957535743713
335,29,41,0,0.014411444775760174,0.8751401901245117
336,10,19,0,3.558705108375193e-09,0.8831399083137512
337,10,19,0,1.917328622258463e-11,0.991792619228363
338,29,17,1,2.1725088572566165e-06,0.9964815378189087
339,29,21,0,0.000306855101371184,0.9767458438873291
340,11,27,1,5.434031209006207e-06,0.5335109233856201
341,29,22,1,0.017532046884298325,0.6830457448959351
342,29,25,0,1.546761268400587e-05,0.9923503994941711
343,11,17,0,0.0002624590997584164,0.8146803379058838
344,29,21,1,3.673309038276784e-05,0.9977732300758362
345,41,41,0,0.5707879662513733,0.5707879662513733
346,23,25,1,0.0001018605034914799,0.9578414559364319
347,29,21,1,0.00010274601663695648,0.9919511079788208
348,29,41,0,0.011321146972477436,0.9459118247032166
349,29,36,1,0.0025334462989121675,0.9771326780319214
350,29,40,1,3.531884431140497e-05,0.906453013420105
351,29,21,1,9.154999133897945e-05,0.986686110496521
352,15,41,0,0.13818444311618805,0.5743240714073181
353,29,17,0,2.3722727746644523e-06,0.9946565628051758
354,37,14,1,3.3153294225485297e-06,0.37848880887031555
355,29,25,0,0.002559379441663623,0.5946892499923706
356,29,20,1,0.000569462776184082,0.9261153340339661
357,11,37,1,0.0011946777813136578,0.7819511890411377
358,29,36,0,0.0004820653994102031,0.9909539818763733
359,15,36,0,0.2207430601119995,0.4109228849411011
360,29,36,1,0.4361361265182495,0.4634670913219452
361,29,11,1,0.08300793915987015,0.513188362121582
362,29,21,1,1.3593662515631877e-05,0.9978269934654236
363,11,27,0,3.773909185156299e-08,0.9135702848434448
364,11,37,0,0.003026737831532955,0.8958410620689392
365,29,17,1,2.0576956103468547e-06,0.9973853230476379
366,29,0,0,2.6838768985015804e-09,0.9787227511405945
367,0,3,0,7.268266926985234e-05,0.8371902704238892
368,29,17,0,2.3825010430300608e-05,0.6759210228919983
369,29,21,0,1.8848826357498183e-06,0.9995456337928772
370,29,17,1,1.930043936226866e-06,0.9485294818878174
371,29,17,0,5.504115961230127e-06,0.9940511584281921
372,29,21,0,2.9629927666974254e-06,0.9994367957115173
373,29,41,0,0.12548969686031342,0.3703453838825226
374,29,41,0,0.00029475087649188936,0.9966384172439575
375,36,15,0,0.01227663829922676,0.49031752347946167
376,29,36,0,0.27580782771110535,0.7101612091064453
377,15,15,1,0.45325344800949097,0.45325344800949097
378,29,22,1,0.0016019573668017983,0.9138091206550598
379,29,36,1,0.0018196598393842578,0.9961471557617188
380,15,36,0,0.13478560745716095,0.33339035511016846
381,29,17,0,1.1827807611552998e-05,0.9949709177017212
382,29,17,1,0.00016767240595072508,0.4727614223957062
383,34,10,0,0.012913175858557224,0.9865216016769409
384,29,29,1,0.7295354604721069,0.7295354604721069
385,29,2,0,4.0662678202352254e-07,0.7646090984344482
386,10,39,0,0.0026104007847607136,0.4931994080543518
387,29,11,1,0.36001265048980713,0.6375668048858643
388,29,12,0,2.551380759996391e-07,0.9980586171150208
389,37,31,0,0.058248523622751236,0.43375951051712036
390,29,36,1,0.11747034639120102,0.8756292462348938
391,29,17,1,4.61695407238949e-07,0.9993367791175842
392,29,36,1,0.0016999924555420876,0.9967993497848511
393,29,17,0,3.655992622952908e-05,0.9636320471763611
394,29,29,1,0.5764468908309937,0.5764468908309937
395,23,36,0,0.00532974349334836,0.9255993366241455
396,29,17,1,4.344132321421057e-06,0.9919198751449585
397,29,36,0,0.007565731182694435,0.9703119993209839
398,29,12,1,1.3558566934079863e-05,0.9972670078277588
399,29,41,0,0.04528520256280899,0.6080968976020813
400,29,20,0,0.0006511106621474028,0.8879684805870056
401,41,41,0,0.4384154975414276,0.4384154975414276
402,11,11,1,0.729118287563324,0.729118287563324
403,29,17,0,5.711917765438557e-06,0.9906298518180847
404,29,29,1,0.5820556282997131,0.5820556282997131
405,29,21,0,7.656277375645004e-06,0.7927309274673462
406,29,17,0,2.208629848610144e-05,0.8024330735206604
407,29,21,0,0.00024013998336158693,0.976423442363739
408,29,21,1,1.4345192766995751e-06,0.9995905756950378
409,29,21,0,6.175567978061736e-05,0.9932243227958679
410,11,11,1,0.6329095363616943,0.6329095363616943
411,10,10,1,0.9206077456474304,0.9206077456474304
412,29,25,1,0.001008606399409473,0.8761558532714844
413,29,21,1,4.510220605880022e-06,0.999231219291687
414,41,41,1,0.4998723566532135,0.4998723566532135
415,29,21,0,4.245579111739062e-05,0.9964442849159241
416,36,36,1,0.447492390871048,0.447492390871048
417,29,17,0,1.1187939890078269e-05,0.9605720043182373
418,29,17,0,4.0420341974822804e-05,0.9956493973731995
419,34,10,0,0.04144936054944992,0.9560539722442627
420,29,17,0,2.942749006251688e-06,0.9973556995391846
421,11,40,1,0.0013642398407682776,0.7825700044631958
422,29,17,0,4.697565964306705e-05,0.8431310057640076
423,23,25,1,0.00011122786236228421,0.8494613766670227
424,29,22,1,0.006049294024705887,0.7673134207725525
425,29,21,0,2.823145905495039e-06,0.9989226460456848
426,34,36,1,0.0002746477839536965,0.5095141530036926
427,29,20,1,0.00010426299559185281,0.9906080961227417
428,34,33,1,3.236493961722431e-09,0.9579171538352966
429,29,41,0,0.01830412819981575,0.8831033706665039
430,23,12,0,0.13314010202884674,0.36595436930656433
431,11,29,0,0.250619500875473,0.7489134073257446
432,29,17,1,0.0004983783001080155,0.9362653493881226
433,29,37,1,0.0003683275426737964,0.5421133041381836
434,29,17,0,9.667822951087146e-07,0.9956153631210327
435,15,41,0,0.23241662979125977,0.6292445063591003
436,29,17,0,5.280753248371184e-05,0.9889589548110962
437,29,10,1,0.01825839653611183,0.788166880607605
438,36,41,0,0.0301817599684,0.5751910209655762
439,34,10,0,0.1111421212553978,0.8884978890419006
440,29,41,0,0.0458054393529892,0.8385112285614014
441,11,31,1,0.0002600131556391716,0.6769242882728577
442,29,20,1,0.007834880612790585,0.8074741959571838
443,29,22,1,0.0006443940801545978,0.9356563091278076
444,29,17,1,2.8271401788515504e-06,0.9976245760917664
445,29,21,1,5.47694435226731e-05,0.9665414094924927
446,10,5,1,0.015348601154983044,0.8451074957847595
447,29,31,1,1.5203491784632206e-05,0.5672633647918701
448,15,22,0,0.022121787071228027,0.6140725016593933
449,36,36,1,0.8280964493751526,0.8280964493751526
450,39,39,0,0.8472449779510498,0.8472449779510498
451,29,21,0,5.159363809070783e-06,0.9992799162864685
452,29,21,0,0.0001383678027195856,0.9864062666893005
453,11,37,0,0.0004688634944614023,0.6886752247810364
454,29,36,0,0.07051713764667511,0.9184142351150513
455,29,12,0,2.7863919967785478e-05,0.9668996930122375
456,39,26,1,7.632345659658313e-05,0.7105070948600769
457,29,20,0,5.912999768042937e-05,0.9955723285675049
458,29,17,0,1.1559041922737379e-05,0.99610835313797
459,29,21,0,1.5024329513835255e-06,0.9978275895118713
460,29,21,1,4.243717285135062e-06,0.9991520643234253
461,36,41,1,0.06233922392129898,0.780130922794342
462,10,19,1,1.6322166729310084e-08,0.9813680052757263
463,29,31,0,0.0012640162603929639,0.5295472741127014
464,29,36,1,0.25781574845314026,0.7190337777137756
465,29,41,1,0.025423938408493996,0.8241153955459595
466,29,17,0,1.2694204087893013e-06,0.997481644153595
467,29,21,1,1.1657381037366576e-05,0.9976562261581421
468,29,21,1,1.28145447888528e-05,0.9985639452934265
469,29,36,1,0.00010960830695694312,0.9993284940719604
470,29,11,1,0.007536650635302067,0.9920837879180908
471,41,41,0,0.3511353135108948,0.3511353135108948
472,23,41,1,0.00020726511138491333,0.8911285400390625
473,15,15,0,0.5613598823547363,0.5613598823547363
474,29,17,0,3.954694329877384e-05,0.9561298489570618
475,29,11,0,0.00878863874822855,0.9906195402145386
476,29,21,1,5.034034984419122e-06,0.9896084666252136
477,29,17,0,2.363903149671387e-05,0.9938178658485413
478,29,17,0,0.0001571674074511975,0.8457605838775635
479,29,41,0,0.05163396894931793,0.7285733222961426
480,11,5,0,6.403520274034236e-06,0.6086556911468506
481,34,29,0,0.05157063901424408,0.8973005414009094
482,29,41,0,0.0036099443677812815,0.9823511838912964
483,36,36,0,0.6661798357963562,0.6661798357963562
484,29,21,1,8.595409781264607e-06,0.9988824725151062
485,15,36,0,0.039151791483163834,0.5968002676963806
486,29,17,1,1.471208747716446e-06,0.9976205229759216
487,29,17,0,8.158333002938889e-06,0.9921810626983643
488,29,27,1,1.7681082908893586e-07,0.997634768486023
489,29,5,0,0.0013636726653203368,0.6232263445854187
490,15,36,1,0.023849474266171455,0.8046634793281555
491,23,37,0,0.029883088544011116,0.5459408164024353
492,36,41,0,0.3934200704097748,0.3984616994857788
493,29,41,0,0.3193869888782501,0.365024209022522
494,29,12,1,3.446122889272374e-07,0.5803480744361877
495,29,41,1,0.002023589564487338,0.828549325466156
496,29,21,0,5.327430244506104e-06,0.9990538954734802
497,36,36,0,0.8906993269920349,0.8906993269920349
498,41,41,0,0.44042932987213135,0.44042932987213135
499,29,37,0,0.07681926339864731,0.5702816247940063
500,29,6,1,6.071059033274651e-07,0.9971194267272949
501,15,41,1,0.31640130281448364,0.5644615888595581
502,29,17,1,3.834129245205986e-07,0.9996380805969238
503,29,36,0,0.012436166405677795,0.9835646152496338
504,29,17,1,1.1944130164920352e-06,0.999007523059845
505,15,41,1,0.3928387463092804,0.49671146273612976
506,29,21,0,8.33074955153279e-06,0.9972376823425293
507,29,41,1,0.00016895834414754063,0.9962148070335388
508,29,5,1,1.297861444982118e-06,0.9575071334838867
509,29,17,1,1.9994711237814045e-06,0.9954608082771301
510,11,37,0,0.00030931137735024095,0.6063941121101379
511,29,22,1,0.0008938504033721983,0.9360163807868958
512,11,37,0,0.1929260492324829,0.7507283687591553
513,29,6,0,1.5915034623503743e-07,0.9984134435653687
